Date/Time,Word Count,de,en,es,fr,it,ja,ko,pl,pt,ru,th,tr,uk,zh,zh-Hans-CN-CNVER,zh-Hant
2023.04.13-19.29.43,105579,0,70811,0,0,0,0,0,0,0,0,0,0,0,105579,0,0
2023.04.14-10.40.14,105614,0,102758,0,0,0,0,0,0,0,0,0,0,0,105614,0,0
2023.04.15-14.51.42,105911,0,102781,0,0,0,0,0,0,0,0,0,0,0,105911,0,0
2023.04.17-10.55.22,106055,0,103096,0,0,0,0,0,0,0,0,0,0,0,106055,0,0
2023.04.19-15.48.42,106796,0,100829,0,0,0,0,0,0,0,0,0,0,0,106796,0,0
2023.04.24-14.59.04,107281,0,103862,0,0,0,0,0,0,0,0,0,0,0,107281,0,0
2023.04.26-11.16.55,107094,0,104144,0,0,0,0,0,0,0,0,0,0,0,107094,0,0
2023.04.28-10.12.32,107458,0,103725,0,0,0,0,0,0,0,0,0,0,0,107458,0,0
2023.05.04-10.28.14,108242,0,104712,0,0,0,0,0,0,0,0,0,0,0,108242,0,0
2023.05.06-17.44.02,110138,0,104839,0,0,0,0,0,0,0,0,0,0,0,110138,0,0
2023.05.06-17.55.37,110138,0,107461,0,0,0,0,0,0,0,0,0,0,0,110138,0,0
2023.05.06-18.01.16,110138,0,107327,0,0,0,0,0,0,0,0,0,0,0,110138,0,0
2023.05.08-13.33.32,110172,0,107436,0,0,0,0,0,0,0,0,0,0,0,110172,0,0
2023.05.10-13.29.42,113833,0,107285,0,0,0,0,0,0,0,0,0,0,0,113833,0,0
2023.05.11-13.37.47,114022,0,110818,0,0,0,0,0,0,0,0,0,0,0,114022,0,0
2023.05.15-10.10.13,114353,0,111050,0,0,0,0,0,0,0,0,0,0,0,114353,0,0
2023.05.19-17.38.25,116260,0,109087,0,0,0,0,0,0,0,0,0,0,0,116260,0,0
2023.05.22-09.42.23,116949,0,110954,0,0,0,0,0,0,0,0,0,0,0,116949,0,0
2023.05.24-11.54.56,117791,0,113746,0,0,0,0,0,0,0,0,0,0,0,117791,0,0
2023.05.26-16.14.12,118038,0,114875,0,0,0,0,0,0,0,0,0,0,0,118038,0,0
2023.05.29-12.22.57,118052,0,115422,0,0,0,0,0,0,0,0,0,0,0,118052,0,0
2023.06.19-17.38.36,120531,0,113293,0,0,0,0,0,0,0,0,0,0,0,120531,0,0
2023.06.20-10.08.36,120531,0,118103,0,0,0,0,0,0,0,0,0,0,0,120531,0,0
2023.06.20-13.33.39,120535,0,117983,0,0,0,0,0,0,0,0,0,0,0,120535,0,0
2023.06.21-10.13.02,120592,0,117944,0,0,0,0,0,0,0,0,0,0,0,120592,0,0
2023.06.28-16.49.42,121384,0,115852,0,0,0,0,0,0,0,0,0,0,0,121384,0,0
2023.06.28-18.02.42,116867,0,114162,0,0,0,0,0,0,0,0,0,0,0,116867,0,0
2023.06.29-12.03.01,117005,0,113789,0,0,0,0,0,0,0,0,0,0,0,117005,0,0
2023.06.29-13.36.21,86672,0,84326,0,0,0,0,0,0,0,0,0,0,0,86672,0,0
2023.06.30-11.29.33,88104,0,77138,0,0,0,0,0,0,0,0,0,0,0,88104,0,0
2023.06.30-14.20.03,88116,0,85779,0,0,0,0,0,0,0,0,0,0,0,88116,0,0
2023.06.30-16.57.05,88309,0,83850,0,0,0,0,0,0,0,0,0,0,0,88309,0,0
2023.07.03-16.57.20,90849,0,83043,0,0,0,0,0,0,0,0,0,0,0,90849,0,0
2023.07.12-17.02.12,94807,0,79242,0,0,0,0,0,0,0,0,0,0,0,94807,0,0
2023.07.13-12.11.49,95767,0,90698,0,0,0,0,0,0,0,0,0,0,0,95767,0,0
2023.09.06-10.30.12,114529,0,75950,0,0,0,0,0,0,0,0,0,0,0,114529,0,0
2023.09.06-12.53.30,114552,0,75950,0,0,0,0,0,0,0,0,0,0,0,114552,0,0
2023.09.28-13.43.43,113818,0,0,0,0,0,0,0,0,0,0,0,0,0,113818,0,0
2023.09.28-14.20.31,113818,0,58018,0,0,0,0,0,0,0,0,0,0,0,113818,0,0
2023.09.28-14.27.59,113818,0,58100,0,0,0,0,0,0,0,0,0,0,0,113818,0,0
2023.10.23-13.56.04,115086,0,53279,0,0,0,0,0,0,0,0,0,0,0,115086,0,0
2023.10.23-14.02.35,115086,0,66702,0,0,0,0,0,0,0,0,0,0,0,115086,0,0
2023.10.24-15.42.01,116264,0,66144,0,0,0,0,0,0,0,0,0,0,0,116264,0,0
2023.10.24-15.43.42,116264,0,66168,0,0,0,0,0,0,0,0,0,0,0,116264,0,0
2023.10.24-17.06.34,116273,0,66185,0,0,0,0,0,0,0,0,0,0,0,116273,0,0
2023.10.24-17.23.59,116331,0,66346,0,0,0,0,0,0,0,0,0,0,0,116331,0,0
2023.10.24-19.52.14,116800,0,67311,0,0,0,0,0,0,0,0,0,0,0,116800,0,0
2023.10.24-20.06.45,116783,0,67318,0,0,0,0,0,0,0,0,0,0,0,116783,0,0
2023.10.25-10.42.10,115430,0,67286,0,0,0,0,0,0,0,0,0,0,0,115430,0,0
2023.11.03-10.42.30,120010,0,65661,0,0,0,0,0,0,0,0,0,0,0,120010,0,0
2023.11.03-10.54.20,120010,0,66591,0,0,0,0,0,0,0,0,0,0,0,120010,0,0
2023.11.03-11.12.02,120023,0,66599,0,0,0,0,0,0,0,0,0,0,0,120023,0,0
2023.11.03-18.18.21,120196,0,63965,0,0,0,0,0,0,0,0,0,0,0,120196,0,0
2023.11.03-18.26.06,120196,0,102023,0,0,0,0,0,0,0,0,0,0,0,120196,0,0
2023.11.06-16.08.55,120355,0,101555,0,0,0,0,0,0,0,0,0,0,0,120355,0,0
2023.11.06-16.14.05,120355,0,101561,0,0,0,0,0,0,0,0,0,0,0,120355,0,0
2023.11.06-16.22.19,120355,0,101555,0,0,0,0,0,0,0,0,0,0,0,120355,0,0
2023.11.08-10.44.36,120386,0,100977,0,0,0,0,0,0,0,0,0,0,0,120386,0,0
2023.11.08-11.06.18,120386,0,107640,0,0,0,0,0,0,0,0,0,0,0,120386,0,0
2023.11.08-11.28.42,120386,0,110316,0,0,0,0,0,0,0,0,0,0,0,120386,0,0
2023.11.09-17.15.52,120357,0,110443,0,0,0,0,0,0,0,0,0,0,0,120357,0,0
2023.11.09-18.17.25,120357,0,110754,0,0,0,0,0,0,0,0,0,0,0,120357,0,0
2023.11.09-20.42.29,122255,0,110722,0,0,0,0,0,0,0,0,0,0,0,122255,0,0
2023.11.10-12.51.28,122275,0,114509,0,0,0,0,0,0,0,0,0,0,0,122275,0,0
2023.11.10-14.13.26,122275,0,114850,0,0,0,0,0,0,0,0,0,0,0,122275,0,0
2023.11.10-23.42.47,122210,0,114774,0,0,0,0,0,0,0,0,0,0,0,122210,0,0
2023.11.12-15.00.29,122210,0,114778,0,0,0,0,0,0,0,0,0,0,0,122210,0,0
2023.11.13-14.35.32,122212,0,114770,0,0,0,0,0,0,0,0,0,0,0,122212,0,0
2023.11.13-18.47.06,122216,0,114776,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.13-18.59.56,122216,0,114779,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-12.52.58,122216,0,114768,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-13.09.19,122216,0,114758,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-13.40.45,122216,0,114753,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-14.36.58,122216,0,114755,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-20.17.21,122216,0,114749,0,0,0,0,0,0,0,0,0,0,0,122216,0,0
2023.11.14-20.27.39,122217,0,114746,0,0,0,0,0,0,0,0,0,0,0,122217,0,0
2023.11.14-20.49.43,122217,0,114750,0,0,0,0,0,0,0,0,0,0,0,122217,0,0
2023.11.14-21.32.22,122217,0,114763,0,0,0,0,0,0,0,0,0,0,0,122217,0,0
2023.12.25-17.13.53,124886,0,104353,0,0,0,0,0,0,0,0,0,0,0,124886,0,0
2023.12.25-17.42.59,124902,0,104353,0,0,0,0,0,0,0,0,0,0,0,124902,0,0
2023.12.26-20.54.15,123608,0,104248,0,0,0,0,0,0,0,0,0,0,0,123608,0,0
2023.12.27-11.58.15,123619,0,104248,0,0,0,0,0,0,0,0,0,0,0,123619,0,0
2024.01.02-12.30.53,124826,0,104143,0,0,0,0,0,0,0,0,0,0,0,124826,0,0
2024.01.03-12.12.03,124826,0,104143,0,0,0,0,0,0,0,0,0,0,0,124826,0,104218
2024.01.04-10.22.28,125093,0,104033,0,0,0,0,0,0,0,0,0,0,0,125093,0,104108
2024.01.04-19.13.41,125093,0,104121,0,0,0,0,0,0,0,0,0,0,0,125093,0,104108
2024.01.05-12.40.22,125093,0,104119,0,0,0,0,0,0,0,0,0,0,0,125093,0,104106
2024.01.10-14.56.39,126198,0,103726,0,0,0,0,0,0,0,0,0,0,0,126198,0,103713
2024.01.10-15.16.11,126198,0,103770,0,0,0,0,0,0,0,0,0,0,0,126198,0,103713
2024.01.11-17.34.24,126198,0,103772,0,0,0,0,0,0,0,0,0,0,0,126198,0,103713
2024.01.16-10.39.15,127760,0,103154,0,0,0,0,0,0,0,0,0,0,0,127760,0,103095
2024.01.16-11.02.41,127790,0,103154,0,0,0,0,0,0,0,0,0,0,0,127790,0,103095
2024.01.16-11.29.06,127790,24852,109231,103069,24852,0,103100,103100,0,24861,103069,0,0,0,127790,0,103095
2024.01.22-10.35.20,135112,24794,108943,102875,24794,0,102906,102906,0,24803,102875,0,0,0,135112,0,102901
2024.01.23-16.43.29,135112,24794,108943,109379,24794,0,109400,109400,0,24803,109379,0,0,0,135112,0,102901
2024.01.23-17.22.04,135068,24726,108842,109278,24726,0,109299,109299,0,24735,109278,0,0,0,135068,0,102800
2024.01.23-20.08.50,135068,24726,108832,109268,24726,0,109287,109287,0,24735,109266,0,0,0,135068,0,102800
2024.01.24-17.41.19,134957,24709,108484,108920,24709,0,108939,108939,0,24718,108918,0,0,0,134957,0,102452
2024.01.24-17.47.44,134957,24709,108562,108998,24709,0,109017,109017,0,24718,108996,0,0,0,134957,0,102452
2024.01.29-15.06.25,134963,24643,108345,108781,24643,0,108800,108800,0,24652,108779,0,0,0,134963,0,102235
2024.02.02-16.46.47,135311,24611,107918,108354,24611,0,108373,108373,0,24620,108352,0,0,0,135311,0,101890
2024.02.02-17.30.44,135311,101780,107918,108354,101780,0,108373,108373,0,101780,108352,0,0,0,135311,0,101890
2024.02.19-13.30.41,135410,101771,107900,108336,101771,0,108355,108355,0,101771,108334,0,0,0,135410,0,101881
2024.02.19-14.05.29,135410,108297,107900,108336,108297,0,108355,108355,0,108297,108334,0,0,0,135410,0,101881
2024.02.23-12.09.23,137777,105766,106809,105961,105766,0,105980,105980,0,105766,105959,0,0,0,137777,0,99935
2024.02.24-16.56.14,138686,105675,106718,105870,105675,0,105889,105889,0,105675,105868,0,0,0,138686,0,99844
2024.02.27-12.38.19,138686,105675,106906,105870,105675,0,105889,105889,0,105675,105868,0,0,0,138686,0,99844
2024.02.27-16.48.25,139361,103308,104483,103429,103308,0,103448,103448,0,103308,103427,0,0,0,139361,0,97626
2024.02.27-16.54.04,139361,103308,113562,103429,103308,0,103448,103448,0,103308,103427,0,0,0,139361,0,97626
2024.02.28-11.48.50,139361,103308,114186,103429,103308,0,103448,103448,0,103308,103427,0,0,0,139361,0,97626
2024.02.28-13.40.50,139361,103308,118430,103429,103308,0,103448,103448,0,103308,103427,0,0,0,139361,0,97626
2024.03.06-14.51.17,139361,103308,118601,103429,103308,0,103448,103448,0,103308,103427,0,0,0,139361,0,97626
2024.03.20-16.08.38,153662,89045,102999,89010,89045,0,89029,89029,0,89045,89008,0,0,0,153662,0,84631
2024.03.20-16.18.11,153690,89045,102999,89010,89045,0,89029,89029,0,89045,89008,0,0,0,153690,0,84631
2024.03.20-16.52.52,153690,89045,106560,89010,89045,0,89029,89029,0,89045,89008,0,0,0,153690,0,84631
2024.03.21-10.58.10,153690,89045,107076,89010,89045,0,89029,89029,0,89045,89008,0,0,0,153690,0,84631
2024.03.21-11.15.29,153617,89033,107062,88998,89033,0,89017,89017,0,89033,88996,0,0,0,153617,0,84619
2024.03.21-11.20.51,153628,89016,107045,88981,89016,0,89000,89000,0,89016,88979,0,0,0,153628,0,84602
2024.03.21-18.37.31,153628,90087,107381,90052,90087,0,90071,90071,0,90087,90050,0,0,0,153628,0,84602
2024.03.29-17.39.12,153628,93333,107381,93405,93358,0,93399,93399,0,93358,93378,0,0,0,153628,0,87135
2024.03.29-17.48.20,153628,93936,107381,94073,93936,0,94092,94092,0,93936,94071,0,0,0,153628,0,87135
2024.04.02-16.03.52,153628,93936,145687,94073,93936,0,94092,94092,0,93936,94071,0,0,0,153628,0,87135
2024.04.02-17.39.52,154963,93225,139897,93362,93225,0,93381,93381,0,93225,93360,0,0,0,154963,0,86471
2024.04.02-22.01.38,154996,93225,143085,93362,93225,0,93381,93381,0,93225,93360,0,0,0,154996,0,86471
2024.04.10-16.28.02,156746,91142,138147,91279,91142,0,91298,91298,0,91142,91277,0,0,0,156746,0,84677
2024.04.10-16.42.11,157045,91051,137729,91188,91051,0,91207,91207,0,91051,91186,0,0,0,157045,0,84586
2024.04.10-16.55.16,157045,91051,137729,91562,91051,0,91207,91207,0,91051,91186,0,0,0,157045,0,84586
2024.04.12-11.08.57,157045,91051,139512,91562,91051,0,91207,91207,0,91051,91186,0,0,0,157045,0,84586
2024.04.12-11.13.43,161192,91026,135502,91527,91026,0,91182,91182,0,91026,91161,0,0,0,161192,0,84561
2024.04.13-10.27.06,161104,91015,139830,91516,91015,0,91171,91171,0,91015,91150,0,0,0,161104,0,84550
2024.04.18-14.13.49,162763,90887,139750,91363,90887,0,91043,91043,0,90887,91022,0,0,0,162763,0,84426
2024.04.18-14.32.31,162763,90887,148754,91363,90887,0,91043,91043,0,90887,91022,0,0,0,162763,0,84426
2024.04.18-17.44.43,162763,90887,148771,91363,90887,0,91043,91043,0,90887,91022,0,0,0,162763,0,84426
2024.04.22-11.06.17,165154,90817,148523,91293,90817,0,90973,90973,0,90817,90952,0,0,0,165154,0,84356
2024.04.22-13.09.30,165154,118252,148523,118716,118252,0,118396,118396,0,118320,118375,0,0,0,165154,0,84356
2024.04.22-15.25.49,165154,118252,148523,118716,118252,0,121592,118396,0,118320,118375,0,0,0,165154,0,84356
2024.04.22-17.36.27,165154,118252,148523,121441,118252,0,121471,121168,0,118320,121145,0,0,0,165154,0,84356
2024.04.23-11.21.14,165549,117226,147238,120415,117226,0,120445,120142,0,117294,120119,0,0,0,165549,0,83733
2024.04.23-13.48.04,165549,117226,150952,120415,117226,0,120445,120142,0,117294,120119,0,0,0,165549,0,83733
2024.04.23-21.21.18,165620,117191,150917,120380,117191,0,120410,120107,0,117259,120084,0,0,0,165620,0,83706
2024.04.24-11.50.06,165620,117191,150917,120380,117191,0,120410,120107,0,117259,120084,0,0,0,165620,0,151359
2024.04.24-17.58.59,168192,117158,150884,120347,117158,0,120377,120074,0,117226,120051,0,0,0,168192,0,151298
2024.04.25-10.00.53,168214,117154,150880,120343,117154,0,120373,120070,0,117222,120047,0,0,0,168214,0,151294
2024.04.25-17.14.13,168214,117154,156787,120343,117154,0,120373,120070,0,117222,120047,0,0,0,168214,0,151294
2024.04.25-17.57.28,168214,117154,156969,120343,117154,0,120373,120070,0,117222,120047,0,0,0,168214,0,151294
2024.04.27-16.44.48,171071,116673,156599,119848,116673,0,119878,119575,0,116741,119552,0,0,0,171071,0,150984
2024.04.28-18.47.10,171482,116673,159301,119848,116673,0,119878,119575,0,116741,119552,0,0,0,171482,0,150984
2024.04.29-10.50.47,171531,116673,164132,119848,116673,0,119878,119575,0,116741,119552,0,0,0,171531,0,150984
2024.04.29-11.41.30,171531,124616,164132,127782,124616,0,127816,127513,0,124684,127490,0,0,0,171531,0,150984
2024.04.29-12.50.39,171554,124616,164246,127782,124616,0,127816,127513,0,124684,127490,0,0,0,171554,0,150984
2024.04.29-16.18.37,171554,125177,164268,128234,125177,0,128328,128025,0,125245,128002,0,0,0,171554,0,150984
2024.04.30-11.00.19,171554,128069,164282,128369,128069,0,128456,128340,0,128137,128319,0,0,0,171554,0,150984
2024.04.30-12.54.25,171554,127253,164282,127295,127253,0,128319,127266,0,127321,127245,0,0,0,171554,0,151218
2024.04.30-14.59.57,171554,127259,164282,127299,127259,0,128325,127272,0,127327,127251,0,0,0,171554,0,151222
2024.05.06-17.07.26,171554,140050,164282,127299,140050,0,128325,127272,0,140118,127251,0,0,0,171554,0,151222
2024.05.07-17.11.28,171554,140257,164282,140297,140257,0,141323,140270,0,140325,140249,0,0,0,171554,0,151222
2024.05.07-18.34.40,171554,143254,164282,143294,143254,0,144320,143267,0,143322,143246,0,0,0,171554,0,151222
2024.05.09-17.54.48,171554,143339,164282,143308,143339,0,144336,143283,0,143407,143262,0,0,0,171554,0,151222
2024.05.14-17.29.46,171440,137735,158798,137714,137735,0,138732,137679,0,137803,137658,0,0,0,171440,0,148885
2024.05.16-16.32.48,175844,136013,156942,135992,136013,0,137010,135957,0,136081,135936,0,0,0,175844,0,147240
2024.05.16-16.56.42,175844,156236,156876,156265,156236,0,156262,156270,0,156287,156209,0,0,0,175844,0,147174
2024.05.18-17.10.58,180104,155185,155874,155214,155185,0,155211,155219,0,155236,155158,0,0,0,180104,0,146218
2024.05.18-17.29.15,180116,155185,155874,155214,155185,0,155211,155219,0,155236,155158,0,0,0,180116,0,146218
2024.05.18-18.16.50,180116,155185,156658,155214,155185,0,155211,155219,0,155236,155158,0,0,0,180116,0,146218
2024.05.20-14.26.21,180478,155171,156641,155200,155171,0,155197,155205,0,155222,155144,0,0,0,180478,0,146204
2024.05.20-18.24.18,180478,156170,156641,156199,156170,0,156196,156204,0,156221,156143,0,0,0,180478,0,146204
2024.05.20-18.40.59,180478,156162,156641,156191,156162,0,156188,156196,0,156213,156135,0,0,0,180478,0,146884
2024.05.21-11.32.02,180478,156053,156532,156082,156053,0,156079,156087,0,156104,156026,0,0,0,180478,0,146775
2024.05.22-16.30.15,186670,154887,155366,154916,154887,0,154913,154921,0,154938,154860,0,0,0,186670,0,145914
2024.05.22-17.52.20,186736,154864,155343,154893,154864,0,154890,154898,0,154915,154837,0,0,0,186736,0,145891
2024.05.22-18.05.07,186736,154864,156134,154893,154864,0,154890,154898,0,154915,154837,0,0,0,186736,0,145891
2024.05.23-10.54.41,186736,154864,170911,154893,154864,0,154890,154898,0,154915,154837,0,0,0,186736,0,145891
2024.05.23-11.22.23,186735,154839,170886,154868,154839,0,154865,154873,0,154890,154812,0,0,0,186735,0,145866
2024.05.23-12.21.46,186735,154839,171258,154868,154839,0,154865,154873,0,154890,154812,0,0,0,186735,0,145866
2024.05.23-13.08.33,186735,154839,171479,154868,154839,0,154865,154873,0,154890,154812,0,0,0,186735,0,145866
2024.05.23-23.49.43,186735,154839,171561,154868,154839,0,154865,154873,0,154890,154812,0,0,0,186735,0,145866
2024.05.23-23.53.47,186788,154740,171454,154769,154740,0,154766,154774,0,154791,154713,0,0,0,186788,0,145767
2024.05.24-10.40.03,186787,154740,171706,154769,154740,0,154766,154774,0,154791,154713,0,0,0,186787,0,145767
2024.05.24-11.36.11,186787,154740,171706,154769,154740,0,154766,154774,0,154791,154713,0,0,0,186787,0,145912
2024.05.24-18.18.38,186787,169765,171975,155057,169765,0,155054,155062,0,169816,169778,0,0,0,186787,0,145912
2024.05.25-18.03.53,189184,169361,171559,154667,169361,0,154664,154672,0,169412,169374,0,0,0,189184,0,145741
2024.05.25-18.16.54,189184,169361,171614,154667,169361,0,154664,154672,0,169412,169374,0,0,0,189184,0,145741
2024.05.25-22.27.00,189513,169114,171367,154420,169114,0,154417,154425,0,169165,169127,0,0,0,189513,0,145741
2024.05.27-16.27.59,190336,169096,171130,154402,169096,0,154399,154407,0,169147,169109,0,0,0,190336,0,145741
2024.05.27-17.38.12,190336,169501,171246,154807,169501,0,154804,154812,0,169552,169514,0,0,0,190336,0,145818
2024.05.27-17.48.38,190336,177171,171246,154807,177171,0,154804,154812,0,177222,169514,0,0,0,190336,0,145818
2024.05.27-18.32.13,190336,177282,171357,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190336,0,145818
2024.05.27-18.56.49,190336,177282,173490,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190336,0,145818
2024.05.27-19.57.39,190336,177282,173490,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190336,0,175824
2024.05.27-20.00.24,190344,177282,173490,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190344,0,175824
2024.05.27-21.06.19,190344,177282,174214,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190344,0,175824
2024.05.28-10.09.10,190344,177282,174214,154918,177282,0,154915,154923,0,177333,169625,0,0,0,190344,0,178236
2024.05.28-12.08.40,190344,177293,174214,154929,177293,0,154974,154982,0,177344,169682,0,0,0,190344,0,178240
2024.05.28-12.36.10,190344,178798,175719,154929,178798,0,156479,156487,0,178849,169682,0,0,0,190344,0,178240
2024.05.28-16.13.01,190344,178971,175218,156557,178971,0,156602,156610,0,179022,171315,0,0,0,190344,0,177950
2024.05.28-16.47.18,190368,178971,175218,156557,178971,0,156602,156610,0,179022,171315,0,0,0,190368,0,177950
2024.05.28-17.42.26,190368,178971,182912,156557,178971,0,156602,156610,0,179022,171315,0,0,0,190368,0,177950
2024.05.28-18.19.58,190368,181104,182912,156557,181104,0,156602,156610,0,181155,171315,0,0,0,190368,0,177950
2024.05.29-14.48.15,190350,181067,182875,156520,181067,0,156565,156573,0,181118,171278,0,0,0,190350,0,177913
2024.05.29-15.28.12,190350,182173,182875,156520,182173,0,156565,156573,0,182156,171278,0,0,0,190350,0,177913
2024.05.29-18.05.54,190350,182173,182875,174475,182173,0,182140,182145,0,182156,174480,0,0,0,190350,0,177913
2024.05.29-18.15.19,190350,182173,182875,174475,182173,0,182140,182145,0,182156,174480,0,0,0,190350,0,182200
2024.05.29-18.23.52,190350,182173,182874,174475,182173,0,182140,182145,0,182156,174480,0,0,0,190350,0,182199
2024.05.30-11.56.58,190350,182172,182874,182144,182172,0,182139,182144,0,182172,182149,0,0,0,190350,0,182199
2024.05.30-12.04.08,190365,182172,182874,182144,182172,0,182139,182144,0,182172,182149,0,0,0,190365,0,182199
2024.05.30-12.52.57,190365,182187,182889,182209,182187,0,182204,182209,0,182187,182209,0,0,0,190365,0,182214
2024.05.30-13.34.44,190373,182187,182889,182209,182187,0,182204,182209,0,182187,182209,0,0,0,190373,0,182214
2024.05.30-15.48.09,190373,182191,182893,182213,182191,0,182208,182213,0,182191,182213,0,0,0,190373,0,182218
2024.06.01-16.31.00,190389,182189,182891,182211,182189,0,182206,182211,0,182189,182211,0,0,0,190389,0,182216
2024.06.02-18.55.37,190366,182216,182922,182238,182216,0,182233,182238,0,182216,182238,0,0,0,190366,0,182216
2024.06.03-13.14.42,190373,182210,182916,182232,182210,0,182227,182232,0,182210,182232,0,0,0,190373,0,182210
2024.06.03-20.45.15,190371,182212,182918,182234,182212,0,182229,182234,0,182212,182234,0,0,0,190371,0,182205
2024.06.06-15.56.54,190578,181646,182352,181668,181646,0,181663,181668,0,181646,181668,0,0,0,190578,0,181639
2024.06.06-20.07.17,190578,181900,182611,181922,181900,0,181922,181922,0,181898,181922,0,0,0,190578,0,182423
2024.06.07-11.00.25,190566,181896,182607,181918,181896,0,181918,181918,0,181894,181918,0,0,0,190566,0,182157
2024.06.07-11.09.22,190566,181896,182857,181918,181896,0,181918,181918,0,181894,181918,0,0,0,190566,0,182157
2024.06.07-15.09.01,190566,182390,183111,182412,182390,0,182412,182412,0,182388,182412,0,0,0,190566,0,182411
2024.06.11-19.58.33,191199,181718,182439,181740,181718,0,181740,181740,0,181716,181740,0,0,0,191199,0,181739
2024.06.12-18.09.10,191297,181413,182134,181435,181413,0,181435,181435,0,181411,181435,0,0,0,191297,0,181434
2024.06.13-21.14.41,191297,181758,182796,181780,181758,0,183151,183151,0,181709,181780,0,0,0,191297,0,182093
2024.06.14-10.41.25,191297,183129,183836,182820,183129,0,183151,183151,0,183080,182820,0,0,0,191297,0,182093
2024.06.14-11.19.45,191297,183129,183836,182820,183129,0,183151,183151,0,183129,182820,0,0,0,191297,0,183136
2024.06.17-10.43.29,191297,183129,183836,183151,183129,0,183151,183151,0,183129,183151,0,0,0,191297,0,183136
2024.06.18-18.56.23,191431,183087,183794,183109,183087,0,183109,183109,0,183087,183109,0,0,0,191431,0,183094
2024.06.19-16.30.48,191390,182968,183675,182990,182968,0,182990,182990,0,182968,182990,0,0,0,191390,0,182975
2024.06.19-18.24.49,191390,183203,183910,183225,183203,0,183225,183225,0,183203,183225,0,0,0,191390,0,183102
2024.06.19-23.12.38,191390,183211,183918,183233,183211,0,183233,183233,0,183211,183233,0,0,0,191390,0,183218
2024.06.24-10.54.56,191760,183165,183872,183187,183165,0,183187,183187,0,183165,183187,0,0,0,191760,0,183172
2024.06.25-18.37.23,192870,183116,183823,183138,183116,0,183138,183138,0,183116,183138,0,0,0,192870,0,183123
2024.06.26-14.05.51,192870,183496,184203,183518,183496,0,183518,183518,0,183496,183518,0,0,0,192870,0,183503
2024.06.27-11.08.52,192870,184520,185227,183518,184520,0,184542,184542,0,184520,183518,0,0,0,192870,0,183503
2024.06.27-11.46.43,192870,184520,185227,183518,184520,0,184542,184542,0,184520,183518,0,0,0,192870,0,184562
2024.06.27-12.39.13,192870,184532,185239,183530,184532,0,184554,184554,0,184532,183530,0,0,0,192870,0,184562
2024.06.27-14.54.24,193154,184532,185239,183530,184532,0,184554,184554,0,184532,183530,0,0,0,193154,0,184539
2024.06.27-15.02.09,193154,184532,185239,184554,184532,0,184554,184554,0,184532,184554,0,0,0,193154,0,184539
2024.07.01-23.07.25,194586,184262,184969,184284,184262,0,184284,184284,0,184262,184284,0,0,0,194586,0,184269
2024.07.02-21.01.40,194801,183668,184454,183690,183668,0,183690,183690,0,183668,183690,0,0,0,194801,0,183678
2024.07.04-10.58.23,194801,185521,186231,185543,185521,0,185543,185543,0,185521,185543,0,0,0,194801,0,183678
2024.07.04-11.08.29,194801,185599,186306,185621,185599,0,185621,185621,0,185599,185621,0,0,0,194801,0,183753
2024.07.04-11.25.04,194886,185616,186303,185638,185616,0,185638,185638,0,185616,185638,0,0,0,194886,0,183753
2024.07.04-12.46.24,194886,185872,186559,185894,185872,0,185894,185894,0,185872,185894,0,0,0,194886,0,185896
2024.07.09-23.33.46,195333,185434,186121,185456,185434,0,185456,185456,0,185434,185456,0,0,0,195333,0,185458
2024.07.11-10.13.22,195333,185434,186422,185757,185434,0,185757,185757,0,185434,185757,0,0,0,195333,0,185458
2024.07.11-11.12.03,195367,185434,186422,185757,185434,0,185757,185757,0,185434,185757,0,0,0,195367,0,185458
2024.07.11-11.18.29,195367,185434,186422,185757,185434,0,185757,185757,0,185434,185757,0,0,0,195367,0,185941
2024.07.12-17.39.30,196544,184703,185741,185076,184703,0,185076,185076,0,184703,185076,0,0,0,196544,0,185055
2024.07.15-14.43.33,196544,185004,185741,185076,185004,0,185076,185076,0,185004,185076,0,0,0,196544,0,185055
2024.07.16-10.33.30,196544,185004,186104,185076,185004,0,185076,185076,0,185004,185076,0,0,0,196544,0,185055
2024.07.16-17.12.48,197112,184418,185278,184490,184418,0,184490,184490,0,184418,184490,0,0,0,197112,0,184469
2024.07.17-18.28.03,197273,184648,185497,184720,184648,0,184720,184720,0,184648,184720,0,0,0,197273,0,184697
2024.07.17-22.18.23,197273,184648,188663,184720,187993,0,184720,184720,0,184648,184720,0,0,0,197273,0,184697
2024.07.17-22.32.25,197273,184671,188686,184743,188016,0,184743,184743,0,184671,184743,0,0,0,197273,0,184722
